"","Name","Age","Nationality","Club","Overall","Potential","Values","Preferred.Foot","Height","Weight","Country"
"2396","A. Tchouaméni",18,"France","FC Girondins de Bordeaux",70,84,3600000,"Right",185,76,"France"
"2397","J. Siebatcheu",22,"France","Stade Rennais FC",70,77,2500000,"Right",190,84,"France"
"2398","E. Ersoy",21,"Turkey","Bursaspor",70,80,2500000,"Right",188,82,"Turkey"
"2399","E. Brignola",18,"Italy","Sassuolo",70,84,3700000,"Left",168,72,"Italy"
"2400","D. Kownacki",21,"Poland","Sampdoria",70,82,3200000,"Right",188,75,"Italy"
"2401","Bruno Gallo",30,"Brazil","GD Chaves",70,70,1600000,"Left",180,78,"Portugal"
"2402","Felipe",30,"Brazil","CD Nacional",70,70,1300000,"Right",188,84,"Portugal"
"2403","Z. Touré",28,"Senegal","Trabzonspor",70,71,1600000,"Right",183,79,"Turkey"
"2404","M. Müller",24,"Germany","RB Leipzig",70,75,1700000,"Right",193,90,"Germany"
"2405","Nuno André Coelho",32,"Portugal","GD Chaves",70,70,1e+06,"Right",193,82,"Portugal"
"2406","P. Velthuizen",31,"Netherlands","AZ Alkmaar",69,69,650000,"Right",188,88,"Netherlands"
"2407","C. Lombardi",22,"Italy","Lazio",69,74,1400000,"Right",180,75,"Italy"
"2408","E. Hackman",23,"Ghana","Portimonense SC",69,76,1200000,"Right",188,76,"Portugal"
"2409","A. Isak",18,"Sweden","Borussia Dortmund",69,83,2200000,"Right",190,74,"Germany"
"2410","R. Munsy",28,"DR Congo","BB Erzurumspor",69,69,1100000,"Right",188,90,"Turkey"
"2411","V. Fındıklı",27,"Turkey","Atiker Konyaspor",69,70,1e+06,"Right",190,84,"Turkey"
"2412","D. Odoi",30,"Belgium","Fulham",69,69,775000,"Right",178,72,"UK"
"2413","M. Lukač",32,"Serbia","Akhisar Belediyespor",69,69,6e+05,"Right",198,90,"Turkey"
"2414","A. Jansen",29,"Netherlands","FC Emmen",69,69,1100000,"Right",185,77,"Netherlands"
"2415","D. Ward",27,"England","Cardiff City",69,69,1100000,"Left",180,72,"UK"
"2416","Allan",21,"Brazil","Eintracht Frankfurt",69,78,1600000,"Left",173,70,"Germany"
"2417","U. Ceylan",32,"Turkey","Alanyaspor",69,69,6e+05,"Left",193,85,"Turkey"
"2418","P. Filipović",27,"Germany","Atiker Konyaspor",69,70,1e+06,"Left",188,83,"Turkey"
"2419","J. Lefort",24,"France","Amiens SC",69,74,1200000,"Left",183,83,"France"
"2420","A. Richards",27,"Wales","Cardiff City",69,69,875000,"Right",175,75,"UK"
"2421","R. Pasveer",34,"Netherlands","Vitesse",69,69,425000,"Right",188,91,"Netherlands"
"2422","Z. Youssouf",18,"France","FC Girondins de Bordeaux",69,81,1700000,"Left",183,81,"France"
"2423","S. Ciss",29,"Senegal","Angers SCO",69,69,8e+05,"Left",173,69,"France"
"2424","N. Cozza",19,"France","Montpellier HSC",69,85,2e+06,"Left",178,72,"France"
"2425","M. Valoti",24,"Italy","SPAL",69,73,1300000,"Right",188,73,"Italy"
"2426","L. Ibáñez",29,"Argentina","Trabzonspor",69,69,8e+05,"Left",170,73,"Turkey"
"2427","M. van Duinen",26,"Netherlands","PEC Zwolle",69,70,1300000,"Right",185,75,"Netherlands"
"2428","R. Zwinkels",35,"Netherlands","ADO Den Haag",69,69,250000,"Right",185,80,"Netherlands"
"2429","M. Brighi",37,"Italy","Empoli",69,69,325000,"Right",178,77,"Italy"
"2430","D. van Mieghem",28,"Netherlands","De Graafschap",69,69,1100000,"Left",170,68,"Netherlands"
"2431","A. El Messaoudi",22,"Morocco","Fortuna Sittard",69,74,1200000,"Right",183,80,"Netherlands"
"2432","S. Ay",26,"Turkey","Atiker Konyaspor",69,72,1100000,"Right",183,80,"Turkey"
"2433","L. Gülen",24,"Switzerland","Kayserispor",69,73,1200000,"Right",185,77,"Turkey"
"2434","S. Sparagna",23,"France","Boavista FC",69,75,1200000,"Right",185,82,"Portugal"
"2435","P. van Anholt",27,"Netherlands","NAC Breda",69,69,875000,"Right",170,70,"Netherlands"
"2436","Q. Cornette",24,"France","Amiens SC",69,72,1300000,"Right",173,75,"France"
"2437","R. Oudin",21,"France","Stade de Reims",69,76,1500000,"Left",185,79,"France"
"2438","C. Stengs",19,"Netherlands","AZ Alkmaar",69,84,2300000,"Left",188,68,"Netherlands"
"2439","M. Fares",22,"Algeria","SPAL",69,77,1500000,"Left",183,75,"Italy"
"2440","Leandrinho",24,"Brazil","Rio Ave FC",69,74,1400000,"Right",178,70,"Portugal"
"2441","J. Blaswich",27,"Germany","Heracles Almelo",69,73,925000,"Right",193,88,"Netherlands"
"2442","J. Huth",24,"Germany","1. FSV Mainz 05",69,77,1200000,"Right",185,80,"Germany"
"2443","I. Sackey",24,"Ghana","Alanyaspor",69,76,1300000,"Right",190,88,"Turkey"
"2444","A. Rosati",35,"Italy","Torino",69,69,250000,"Right",196,81,"Italy"
"2445","E. Rexhbeçaj",20,"Kosovo","VfL Wolfsburg",69,80,1800000,"Left",183,73,"Germany"
"2446","T. Fontaine",27,"Madagascar","Stade de Reims",69,69,875000,"Left",183,83,"France"
"2447","N. Sangaré",24,"Turkey","Antalyaspor",69,75,1200000,"Right",185,72,"Turkey"
"2448","M. Rojas",26,"New Zealand","SC Heerenveen",69,69,1100000,"Right",168,64,"Netherlands"
"2449","E. Taşkıran",28,"Turkey","Atiker Konyaspor",69,71,875000,"Right",190,83,"Turkey"
"2450","M. Gersbeck",23,"Germany","Hertha BSC",69,77,1200000,"Left",188,80,"Germany"
"2451","U. Çiftçi",26,"Turkey","Sivasspor",69,72,1100000,"Left",180,73,"Turkey"
"2452","B. Riascos",23,"Colombia","CD Nacional",69,74,1400000,"Right",183,78,"Portugal"
"2453","M. Scozzarella",30,"Italy","Parma",69,69,975000,"Right",175,65,"Italy"
"2454","L. Bittante",24,"Italy","Empoli",69,70,1e+06,"Right",183,75,"Italy"
"2455","F. Píriz",28,"Uruguay","Montpellier HSC",69,70,950000,"Right",188,81,"France"
"2456","R. Pröpper",24,"Netherlands","Heracles Almelo",69,73,1200000,"Right",193,84,"Netherlands"
"2457","C. N'Doye",32,"Senegal","Angers SCO",69,69,8e+05,"Right",193,90,"France"
"2458","L. Dickmann",21,"Italy","SPAL",69,78,1400000,"Right",178,70,"Italy"
"2459","H. Arslan",29,"Turkey","Sivasspor",69,69,825000,"Right",185,76,"Turkey"
"2460","F. Müller",20,"Germany","1. FSV Mainz 05",69,83,1900000,"Left",193,85,"Germany"
"2461","M. Svanberg",19,"Sweden","Bologna",69,84,2300000,"Right",185,77,"Italy"
"2462","A. Ndour",24,"Senegal","RC Strasbourg Alsace",69,71,1100000,"Left",185,70,"France"
"2463","Rafael Costa",27,"Brazil","Boavista FC",69,70,1200000,"Left",183,79,"Portugal"
"2464","K. Walker-Peters",21,"England","Tottenham Hotspur",69,80,1600000,"Right",175,64,"UK"
"2465","T. Weah",18,"United States","Paris Saint-Germain",69,85,2200000,"Right",185,66,"France"
"2466","P. Rodríguez",28,"Argentina","Moreirense FC",69,69,1100000,"Right",170,60,"Portugal"
"2467","O. Darfalou",24,"Algeria","Vitesse",69,74,1400000,"Right",188,82,"Netherlands"
"2468","M. Wagué",19,"Senegal","FC Barcelona",69,81,1600000,"Right",178,70,"Spain"
"2469","Luís Martins",26,"Portugal","GD Chaves",69,70,1e+06,"Left",178,67,"Portugal"
"2470","S. Riether",35,"Germany","FC Schalke 04",69,69,230000,"Right",175,72,"Germany"
"2471","L. Peltier",31,"England","Cardiff City",69,69,7e+05,"Right",178,73,"UK"
"2472","D. Boer",37,"Netherlands","PEC Zwolle",69,69,70000,"Right",193,89,"Netherlands"
"2473","J. Ardaiz",19,"Uruguay","Frosinone",69,82,2e+06,"Left",183,81,"Italy"
"2474","Mika",27,"Portugal","Os Belenenses",69,72,875000,"Left",196,90,"Portugal"
"2475","L. Klünter",22,"Germany","Hertha BSC",69,78,1400000,"Right",183,73,"Germany"
"2476","Wellington",25,"Brazil","Portimonense SC",69,70,1200000,"Right",183,67,"Portugal"
"2477","M. Yatabaré",32,"Mali","Atiker Konyaspor",69,69,850000,"Right",185,70,"Turkey"
"2478","J. Clarke-Salter",20,"England","Vitesse",69,81,1700000,"Left",188,70,"Netherlands"
"2479","I. Radu",21,"Romania","Genoa",69,81,1500000,"Right",188,78,"Italy"
"2480","H. Özmert",33,"Turkey","Antalyaspor",69,69,425000,"Right",183,80,"Turkey"
"2481","Pedro Porro",18,"Spain","Girona FC",69,82,1600000,"Right",175,70,"Spain"
"2482","F. Bahlouli",23,"France","LOSC Lille",69,76,1500000,"Right",183,82,"France"
"2483","Diogo Coelho",24,"Portugal","CD Nacional",69,74,1200000,"Right",183,83,"Portugal"
"2484","Riqui Puig",18,"Spain","FC Barcelona",69,89,2100000,"Right",170,56,"Spain"
"2485","M. Pereira",30,"France","Yeni Malatyaspor",69,69,1e+06,"Right",180,73,"Turkey"
"2486","M. Zeffane",26,"Algeria","Stade Rennais FC",69,70,1e+06,"Right",175,71,"France"
"2487","G. Madine",27,"England","Cardiff City",69,69,1100000,"Right",190,75,"UK"
"2488","H. ter Avest",21,"Netherlands","Udinese",69,77,1300000,"Right",183,78,"Italy"
"2489","V. Anita",29,"Netherlands","Willem II",69,69,1e+06,"Right",168,66,"Netherlands"
"2490","C. Jenkinson",26,"England","Arsenal",69,71,1e+06,"Right",185,77,"UK"
"2491","D. Texeira",27,"Uruguay","Moreirense FC",69,70,1200000,"Right",183,69,"Portugal"
"2492","Hugo Basto",25,"Portugal","GD Chaves",69,75,1200000,"Right",188,80,"Portugal"
"2493","C. Arango",23,"Colombia","CD Tondela",69,77,1600000,"Right",180,78,"Portugal"
"2494","Puado",20,"Spain","RCD Espanyol",69,78,1700000,"Right",178,69,"Spain"
"2495","J. Hoogma",20,"Netherlands","TSG 1899 Hoffenheim",69,80,1600000,"Left",190,81,"Germany"
"2496","S. Gallagher",22,"England","Southampton",69,77,1600000,"Right",193,75,"UK"
"2497","O. Hamzaoui",27,"Algeria","CD Nacional",69,69,1100000,"Left",185,76,"Portugal"
"2498","Felipe Pires",23,"Brazil","TSG 1899 Hoffenheim",69,74,1400000,"Right",178,68,"Germany"
"2499","P. Reulet",24,"France","Stade Malherbe Caen",69,77,1200000,"Right",180,68,"France"
"2500","M. Miloš",25,"Croatia","CD Aves",69,72,1100000,"Right",175,70,"Portugal"
"2501","L. Valzania",22,"Italy","Atalanta",69,78,1600000,"Right",183,77,"Italy"
"2502","R. Brežančić",28,"Serbia","SD Huesca",69,69,825000,"Left",175,71,"Spain"
"2503","Diego Barcelos",33,"Brazil","CD Nacional",69,69,650000,"Right",170,70,"Portugal"
"2504","G. Troupée",20,"Netherlands","ADO Den Haag",69,77,1300000,"Right",180,65,"Netherlands"
"2505","Z. Yavru",26,"Turkey","Trabzonspor",69,70,1e+06,"Right",178,78,"Turkey"
"2506","F. N'Sakala",27,"DR Congo","Alanyaspor",69,69,875000,"Left",178,74,"Turkey"
"2507","A. Sadiku",27,"Albania","Levante UD",69,70,1200000,"Right",185,80,"Spain"
"2508","Witi",21,"Mozambique","CD Nacional",69,76,1500000,"Left",173,64,"Portugal"
"2509","J. Repas",21,"Slovenia","Stade Malherbe Caen",69,80,1800000,"Left",170,68,"France"
"2510","T. Touré",24,"Ivory Coast","Angers SCO",69,72,1300000,"Right",175,73,"France"
"2511","T. Jibril",20,"Nigeria","Portimonense SC",69,76,1500000,"Right",178,74,"Portugal"
"2512","A. Favilli",21,"Italy","Genoa",69,81,1900000,"Left",190,78,"Italy"
"2513","F. Cassata",20,"Italy","Frosinone",69,80,1800000,"Right",183,75,"Italy"
"2514","Pedro Pereira",20,"Portugal","Genoa",69,81,1600000,"Right",183,72,"Italy"
"2515","I. Sissoko",20,"France","RC Strasbourg Alsace",69,81,1700000,"Right",193,88,"France"
"2516","Aguilera",32,"Spain","SD Huesca",69,69,6e+05,"Right",185,77,"Spain"
"2517","Z. Boucher",26,"France","Angers SCO",69,72,925000,"Right",180,76,"France"
"2518","B. Kısa",35,"Turkey","Akhisar Belediyespor",69,69,450000,"Left",180,70,"Turkey"
"2519","F. Ballo-Touré",21,"France","LOSC Lille",69,80,1600000,"Left",183,73,"France"
"2520","A. Guðmundsson",21,"Iceland","AZ Alkmaar",69,81,1900000,"Right",178,80,"Netherlands"
"2521","Niltinho",24,"Brazil","GD Chaves",69,72,1300000,"Left",175,68,"Portugal"
"2522","Fredy",28,"Angola","Os Belenenses",69,69,1100000,"Right",170,68,"Portugal"
"2523","S. Posch",21,"Austria","TSG 1899 Hoffenheim",69,78,1400000,"Right",188,76,"Germany"
"2524","P. Sandler",21,"Netherlands","Manchester City",69,81,1700000,"Right",190,82,"UK"
"2525","Jorge Fernandes",21,"Portugal","CD Tondela",69,77,1300000,"Right",193,83,"Portugal"
"2526","Nicolas",30,"Brazil","Udinese",69,69,675000,"Right",190,85,"Italy"
"2527","Joãozinho",28,"Portugal","CD Tondela",69,69,825000,"Left",185,72,"Portugal"
"2528","Auremir",26,"Brazil","BB Erzurumspor",69,70,1e+06,"Right",175,64,"Turkey"
"2529","Cláudio Falcão",23,"Brazil","CD Aves",69,75,1200000,"Right",170,62,"Portugal"
"2530","B. Sosa",20,"Croatia","VfB Stuttgart",69,80,1600000,"Left",185,77,"Germany"
"2531","P. Seguin",23,"Germany","VfL Wolfsburg",69,76,1200000,"Right",185,79,"Germany"
"2532","Z. Yıldırım",27,"Turkey","Antalyaspor",69,72,1100000,"Right",180,75,"Turkey"
"2533","S. Fortès",26,"Cape Verde","Toulouse Football Club",69,72,1100000,"Right",193,85,"France"
"2534","J. Carrasso",30,"France","Stade de Reims",69,69,675000,"Right",188,82,"France"
"2535","Helton Leite",27,"Brazil","Boavista FC",69,69,7e+05,"Right",196,93,"Portugal"
"2536","M. Stefaniak",23,"Germany","VfL Wolfsburg",69,76,1500000,"Right",178,76,"Germany"
"2537","Bruno Brígido",27,"Brazil","CD Feirense",69,72,875000,"Right",188,76,"Portugal"
"2538","M. Normann",22,"Norway","Brighton & Hove Albion",69,77,1500000,"Right",178,75,"UK"
"2539","J. Peters",31,"Netherlands","Willem II",69,69,7e+05,"Left",183,78,"Netherlands"
"2540","Y. Njie",24,"Gambia","Boavista FC",69,74,1400000,"Right",188,78,"Portugal"
"2541","S. Rochet",25,"Uruguay","Sivasspor",69,73,975000,"Right",190,82,"Turkey"
"2542","S. Çiftpınar",25,"Turkey","Yeni Malatyaspor",69,71,1100000,"Right",180,78,"Turkey"
"2543","P. Burner",22,"France","OGC Nice",69,77,1300000,"Right",170,65,"France"
"2544","A. Mbengue",24,"Senegal","Stade Malherbe Caen",69,74,1200000,"Left",178,68,"France"
"2545","Hélder Tavares",28,"Cape Verde","CD Tondela",69,69,1e+06,"Right",178,73,"Portugal"
"2546","Júlio César",23,"Brazil","CD Nacional",69,74,1200000,"Right",188,83,"Portugal"
"2547","F. Öztürk",31,"Turkey","Akhisar Belediyespor",69,69,650000,"Right",190,86,"Turkey"
"2548","D. Warmerdam",22,"Netherlands","FC Groningen",69,76,1200000,"Left",180,73,"Netherlands"
"2549","T. Çalış",24,"Turkey","Yeni Malatyaspor",69,73,1200000,"Right",175,72,"Turkey"
"2550","G. Arabidze",20,"Georgia","CD Nacional",69,81,1900000,"Left",173,62,"Portugal"
"2551","T. Kirschbaum",31,"Germany","Bayer 04 Leverkusen",69,69,650000,"Left",196,91,"Germany"
"2552","Y. Opanasenko",27,"Ukraine","Atiker Konyaspor",69,69,875000,"Right",180,74,"Turkey"
"2553","J. Grahl",29,"Germany","VfB Stuttgart",69,70,825000,"Right",193,89,"Germany"
"2554","B. van Polen",32,"Netherlands","PEC Zwolle",69,69,575000,"Right",178,73,"Netherlands"
"2555","Felipe Macedo",24,"Brazil","Portimonense SC",69,75,1200000,"Right",188,76,"Portugal"
"2556","M. Çelik",28,"Turkey","Galatasaray SK",69,69,1100000,"Right",178,75,"Turkey"
"2557","M. Etame",29,"Cameroon","Alanyaspor",69,69,1e+06,"Right",180,77,"Turkey"
"2558","A. Vural",27,"Turkey","Sivasspor",69,71,850000,"Right",188,80,"Turkey"
"2559","L. Stulac",23,"Slovenia","Parma",69,77,1300000,"Right",175,70,"Italy"
"2560","S. Moutoussamy",21,"France","FC Nantes",69,78,1600000,"Left",175,72,"France"
"2561","M. Dupé",25,"France","FC Nantes",69,71,9e+05,"Right",188,88,"France"
"2562","M. Diemers",24,"Netherlands","Fortuna Sittard",69,73,1400000,"Right",175,70,"Netherlands"
"2563","Matheus Reis",23,"Brazil","Rio Ave FC",69,73,1100000,"Left",183,79,"Portugal"
"2564","L. Singh",20,"South Africa","SC Braga",69,81,1900000,"Right",170,60,"Portugal"
"2565","L. Damour",27,"France","Cardiff City",69,72,1100000,"Right",180,75,"UK"
"2566","Jhonatan",27,"Brazil","Moreirense FC",69,71,850000,"Right",188,79,"Portugal"
"2567","A. Karabulut",30,"Turkey","Sivasspor",69,69,1e+06,"Left",178,70,"Turkey"
"2568","I. Ganago",19,"Cameroon","OGC Nice",69,80,1800000,"Right",175,78,"France"
"2569","Tomané",25,"Portugal","CD Tondela",69,72,1300000,"Right",185,89,"Portugal"
"2570","H. Choudhury",20,"England","Leicester City",69,80,1600000,"Right",178,64,"UK"
"2571","D. Vente",19,"Netherlands","Feyenoord",69,81,1800000,"Right",180,70,"Netherlands"
"2572","Filipe Melo",28,"Portugal","GD Chaves",69,69,850000,"Right",188,82,"Portugal"
"2573","Arsénio",28,"Portugal","Moreirense FC",69,69,1100000,"Right",180,73,"Portugal"
"2574","Brahim Díaz",18,"Spain","Manchester City",69,86,2200000,"Right",170,68,"UK"
"2575","D. Soddimo",30,"Italy","Frosinone",69,69,1e+06,"Right",180,70,"Italy"
"2576","César",25,"Brazil","Santa Clara",69,72,1100000,"Right",193,83,"Portugal"
"2577","M. Richter",20,"Germany","FC Augsburg",69,78,1600000,"Right",175,74,"Germany"
"2578","A. Hjulsager",23,"Denmark","RC Celta",69,78,1600000,"Right",175,73,"Spain"
"2579","R. Zentner",23,"Germany","1. FSV Mainz 05",69,76,1100000,"Right",193,96,"Germany"
"2580","H. Jurjus",24,"Netherlands","De Graafschap",69,74,1e+06,"Right",188,90,"Netherlands"
"2581","Rochinha",23,"Portugal","Boavista FC",69,76,1500000,"Right",170,68,"Portugal"
"2582","Minhoca",30,"Portugal","Santa Clara",69,69,1e+06,"Right",175,66,"Portugal"
"2583","N. Frey",34,"France","Chievo Verona",69,69,3e+05,"Right",183,78,"Italy"
"2584","C. Teuchert",21,"Germany","FC Schalke 04",68,81,1700000,"Right",183,80,"Germany"
"2585","Villalibre",20,"Spain","Athletic Club de Bilbao",68,77,1400000,"Left",183,89,"Spain"
"2586","M. van der Maarel",28,"Netherlands","FC Utrecht",68,68,7e+05,"Right",178,74,"Netherlands"
"2587","Gabrielzinho",22,"Brazil","Rio Ave FC",68,74,1200000,"Right",170,64,"Portugal"
"2588","M. Tchokounté",29,"France","Stade Malherbe Caen",68,68,9e+05,"Right",190,90,"France"
"2589","Avto",26,"Georgia","GD Chaves",68,68,950000,"Right",178,70,"Portugal"
"2590","A. Bangoura",26,"Guinea","Rayo Vallecano",68,69,1100000,"Right",175,72,"Spain"
"2591","Danilo",28,"Belgium","Antalyaspor",68,68,9e+05,"Right",173,72,"Turkey"
"2592","Kaio Pantaleão",22,"Brazil","Santa Clara",68,73,1e+06,"Right",183,76,"Portugal"
"2593","Koke Vegas",22,"Spain","Levante UD",68,77,1e+06,"Right",188,88,"Spain"
"2594","K. Sierhuis",20,"Netherlands","Ajax",68,78,1500000,"Right",180,84,"Netherlands"
"2595","S. Nsoki",19,"France","Paris Saint-Germain",68,84,1700000,"Left",185,78,"France"
"2596","E. Özbir",28,"Turkey","Yeni Malatyaspor",68,69,725000,"Right",188,78,"Turkey"
"2597","Merquelanz",23,"Spain","Real Sociedad",68,75,1300000,"Left",175,72,"Spain"
"2598","A. La Gumina",22,"Italy","Empoli",68,76,1300000,"Right",183,78,"Italy"
"2599","M. Friedl",20,"Austria","SV Werder Bremen",68,79,1300000,"Left",188,71,"Germany"
"2600","T. Bašić",21,"Croatia","FC Girondins de Bordeaux",68,77,1400000,"Left",188,82,"France"
"2601","V. Černý",20,"Czech Republic","Ajax",68,75,1300000,"Left",183,65,"Netherlands"
"2602","Reguilón",21,"Spain","Real Madrid",68,80,1400000,"Left",178,68,"Spain"
"2603","T. Acar",32,"Turkey","Sivasspor",68,68,525000,"Right",188,78,"Turkey"
"2604","M. Alphonse",28,"France","Dijon FCO",68,68,7e+05,"Right",183,75,"France"
"2605","T. Browning",24,"England","Everton",68,73,1e+06,"Right",180,76,"UK"
"2606","Soriano",20,"Spain","Sevilla FC",68,77,1100000,"Left",185,83,"Spain"
"2607","W. Droste",29,"Netherlands","Heracles Almelo",68,68,675000,"Right",180,76,"Netherlands"
"2608","M. Gorgelin",27,"France","Olympique Lyonnais",68,71,750000,"Left",188,83,"France"
"2609","J. Croux",24,"Belgium","Willem II",68,71,1100000,"Left",173,70,"Netherlands"
"2610","M. te Vrede",26,"Netherlands","NAC Breda",68,69,1100000,"Right",193,83,"Netherlands"
"2611","A. Fulignati",23,"Italy","Empoli",68,75,925000,"Right",188,88,"Italy"
"2612","F. Kaplan",29,"Turkey","Antalyaspor",68,68,6e+05,"Right",190,79,"Turkey"
"2613","G. Teigl",27,"Austria","FC Augsburg",68,69,825000,"Right",183,77,"Germany"
"2614","L. Puyo",29,"France","Angers SCO",68,68,875000,"Left",183,77,"France"
"2615","J. Valencia",20,"Colombia","Bologna",68,80,1600000,"Right",185,79,"Italy"
"2616","L. Maina",19,"Germany","Hannover 96",68,81,1700000,"Right",173,65,"Germany"
"2617","Pejiño",21,"Spain","Sevilla FC",68,77,1400000,"Left",175,67,"Spain"
"2618","B. Jović",27,"Slovenia","Bursaspor",68,68,750000,"Right",178,69,"Turkey"
"2619","L. Paganini",25,"Italy","Frosinone",68,71,1100000,"Right",183,70,"Italy"
"2620","Guilherme Lazaroni",25,"Brazil","Portimonense SC",68,71,925000,"Left",178,78,"Portugal"
"2621","J. Speroni",39,"Argentina","Crystal Palace",68,68,60000,"Right",185,80,"UK"
"2622","C. Quaner",27,"Germany","Huddersfield Town",68,68,950000,"Left",190,79,"UK"
"2623","P. Sammarco",35,"Italy","Frosinone",68,68,375000,"Right",183,75,"Italy"
"2624","M. Cafaro",21,"France","Stade de Reims",68,79,1500000,"Right",173,65,"France"
"2625","B. Başdaş",28,"Turkey","Alanyaspor",68,68,725000,"Right",188,79,"Turkey"
"2626","Bruno Monteiro",33,"Portugal","CD Tondela",68,68,525000,"Right",178,73,"Portugal"
"2627","André Luís",24,"Brazil","GD Chaves",68,72,1200000,"Right",183,77,"Portugal"
"2628","F. Muslija",19,"Germany","Hannover 96",68,79,1500000,"Right",173,65,"Germany"
"2629","K. Mavropanos",20,"Greece","Arsenal",68,83,1800000,"Right",193,88,"UK"
"2630","T. Meißner",27,"Germany","Willem II",68,69,850000,"Right",190,82,"Netherlands"
